Title,Latitude,Longitude,Description
Sacramento Bee,38.57958756,-121.4815989,sacbee.com
Sacramento Gazette,38.57891127,-121.4975016,sacgazette.com
Sacramento News and Review,38.60387144,-121.4631061,https://www.newsreview.com/sacramento/home
Sacramento Observer,38.60900587,-121.4542203,https://sacobserver.com
Hollister Free Lance,36.8502061,-121.4017965,https://sanbenito.com
Apple Valley News,34.51036044,-117.1871748,http://www.valleywidenewspaper.com/Contactphone.html
Big Bear Grizzly,34.24830088,-116.8858383,https://bigbeargrizzly.net
Chino Hills Champion,34.01775705,-117.6868882,https://www.championnewspapers.com
Colton Courier,34.06885319,-117.2857153,http://iecn.com/newspapers/colton-courier/
Victorville Daily Press,34.50286023,-117.3260915,https://www.vvdailypress.com
Barstow Desert Dispatch,34.89342718,-117.0048691,https://www.vvdailypress.com/desert-dispatch/
Desert Trail,34.13798532,-116.0546389,https://hidesertstar.com
Fontana Herald News,34.10591415,-117.4338363,https://www.fontanaheraldnews.com/site/about.html
Grizzly Weekender,34.25252219,-116.8886063,https://bigbeargrizzly.net
Hesperia Resorter,34.41996404,-117.293685,https://www.valleywidenewspaper.com
Hesperia Star,34.42538868,-117.3237655,https://www.vvdailypress.com/hesperia-star/
Hi-Desert Star,34.12015598,-116.4329204,https://hidesertstar.com
Highland Community News,34.12187224,-117.2153631,https://www.highlandnews.net
Inland Valley Daily Bulletin,34.06520121,-117.5819776,http://www.dailybulletin.com
Mountain News,34.25110555,-117.1894178,https://mountain-news.com
Mountaineer Progress,34.38678916,-117.5874192,http://www.mtprogress.net
Needles Desert Star,34.83917837,-114.6049142,https://mohavedailynews.com/live-content/needles-desert-star/
Precinct Reporter,34.10263354,-117.290938,https://www.precinctreporter.com
Redlands Daily Facts,34.06310745,-117.2017586,http://www.redlandsdailyfacts.com
Rialto Record,34.06897762,-117.2858441,http://iecn.com/newspapers/rialto-record/
San Bernadino American News,34.12272348,-117.3217909,https://sb-american.com/about-sb-american-news/
San Bernardino Sun,34.08069757,-117.2767146,https://en.wikipedia.org/wiki/The_San_Bernardino_Sun
Yucaipa & Calimesa News-Mirror,34.0343568,-117.0376801,https://www.newsmirror.net/site/about.html
The Alpine Sun,32.83601895,-116.7676898,https://thealpinesun.com
Coast News,33.04866079,-117.2939142,https://thecoastnews.com
Coronado Eagle & Journal,32.68497055,-117.1779675,http://www.coronadonewsca.com
Del Mar Times,32.99351505,-117.2615437,https://www.delmartimes.net
The East County Californian,32.79566027,-116.9621869,https://eccalifornian.com
Encinitas Advocate,32.95969222,-117.2669542,https://www.encinitasadvocate.com
Imperial Beach Eagle & Times,32.58455398,-117.1121012,https://www.imperialbeachnewsca.com/site/forms/online_services/submit_news/
Julian News,33.07648614,-116.590069,http://www.juliannews.com
La Jolla Light,32.83927915,-117.2775912,https://www.lajollalight.com
La Jolla Village News,32.79788889,-117.2396552,http://www.sdnews.com/pages/home?site=ljvn
Poway News Chieftain & Rancho Bernardo News-Journal,32.96373998,-117.0405236,https://www.sandiegouniontribune.com/pomerado-news/news/local-news/poway/
Ramona Sentinel,33.03924584,-116.8734285,https://www.sandiegouniontribune.com/ramona-sentinel/
Rancho Santa Fe Review,32.84470087,-117.2772835,https://www.ranchosantafereview.com
San Diego CityBeat,32.7488113,-117.1283096,https://sdcitybeat.com/
San Diego Reader,32.71580188,-117.1429786,http://www.sdreader.com
San Diego Union-Tribune,32.71830898,-117.1586462,http://sandiegouniontribune.com/
San Diego Uptown News,32.76163476,-117.1612096,https://sduptownnews.com/uptown-advertising/
San Diego Voice & Viewpoint,32.74678381,-117.0591142,https://sdvoice.info
Solana Beach Sun,32.95963821,-117.2669972,https://www.delmartimes.net/solana-beach-sun
The Star-News,32.64172,-117.0801488,https://www.thestarnews.com
Times-Advocate,33.12920192,-117.084326,https://www.times-advocate.com
Valley Roadrunner,33.23075596,-117.0254465,https://www.valleycenter.com
San Francisco Examiner,37.78505618,-122.4068032,https://www.sfexaminer.com
San Francisco Bay View,37.73381637,-122.3907653,https://sfbayview.com/about/
San Francisco Chronicle,37.7835846,-122.4071487,https://www.sfchronicle.com
SF Weekly,37.78832252,-122.4066337,https://www.sfweekly.com
Sun Reporter,37.72705671,-122.3956983,http://sunreportermedia.com
Escalon Times,37.76595253,-120.8479559,https://www.escalontimes.com
Linden Herald,38.02141485,-121.0838001,https://lindenherald.com/about.php
Lodi News-Sentinel,38.13657791,-121.2750423,https://www.lodinews.com
Manteca Bulletin,37.79770081,-121.2098193,https://www.mantecabulletin.com
The Record,37.95269984,-121.2832853,https://www.recordnet.com
Tracy Press,37.74009184,-121.4264637,http://www.tracypress.com
Atascadero News,35.48994243,-120.6709223,https://atascaderonews.com
The Cambrian,35.24935827,-120.6424802,https://www.sanluisobispo.com/news/local/community/cambrian/
New Times SLO,35.28099739,-120.6601216,https://www.newtimesslo.com
Paso Robles Press,35.48965773,-120.6711003,https://pasoroblespress.com
San Luis Obispo Tribune,35.24809137,-120.6414605,https://www.sanluisobispo.com
Menlo Park Almanac,37.4328569,-122.1445745,https://www.almanacnews.com
Foster City Islander,37.56509616,-122.27397,https://www.facebook.com/pg/FosterCityIslander/posts/?ref=page_internal
Half Moon Bay Review,37.46364016,-122.4288398,https://www.hmbreview.com/site/about_us.html
Pacifica Tribune,37.65156405,-122.4918504,https://pacificalocalnews.com
San Mateo Daily Journal,37.55782205,-122.3015395,https://www.smdailyjournal.com
Coastal View News,34.40042654,-119.5194225,http://www.coastalview.com
The Lompoc Record,34.63979946,-120.4582217,https://www.lompocrecord.com
Santa Barbara Independent,34.42281373,-119.7022133,http://independent.com
Santa Barbara News-Press,34.41974564,-119.6979115,http://www.newspress.com
Santa Maria Sun,34.91401773,-120.4538168,http://www.santamariasun.com
Santa Maria Times,34.90136406,-120.4469283,https://santamariatimes.com
Santa Ynez Valley News,34.59463279,-120.1416574,https://syvnews.com
Almaden Resident,37.20986131,-121.8570182,https://www.mercurynews.com/location/almaden-valley/
Campbell Express,37.28710466,-121.9441385,https://www.campbellexpress.com/columnists/
Campbell Reporter,37.27025757,-121.9626041,https://www.mercurynews.com/location/campbell/
Cupertino Courier,37.30950239,-122.0560059,https://www.mercurynews.com/location/cupertino/
Gilroy Dispatch,37.00763273,-121.5695086,https://gilroydispatch.com
Los Altos Town Crier,37.37996774,-122.1150092,https://www.losaltosonline.com
Mercury News,37.34716632,-121.8933121,https://www.mercurynews.com
Metro Silicon Valley,37.33062835,-121.8859173,https://www.metrosiliconvalley.com
Milpitas Post,37.4350593,-121.9070861,https://www.mercurynews.com/location/milpitas/
Morgan Hill Times,37.1308297,-121.651851,https://morganhilltimes.com
Mountain View Voice,37.4268909,-122.1461542,https://www.mv-voice.com/about/
Palo Alto Weekly,37.42692202,-122.1462235,https://www.paloaltoonline.com/about/
Saratoga News,37.30852825,-122.0128408,http://www.mercurynews.com/saratoga
Sunnyvale Sun,37.37443554,-122.0297064,https://www.mercurynews.com/location/sunnyvale/
Willow Glen Resident,37.29088748,-121.903185,http://www.mercurynews.com/willow-glen
Good Times Santa Cruz,36.97412058,-122.0220131,http://goodtimes.sc/
The Register-Pajaronian,36.91418013,-121.7581189,https://pajaronian.com
Intermountain News,40.90635691,-121.6674457,http://www.northstate.news
Record Searchlight,40.62453249,-122.364274,https://www.redding.com
Shasta Lake Bulletin,40.68136593,-122.3715697,N/A
The Mountain Messenger,39.56114208,-120.8277383,https://themountainmessenger.org
Dunsmuir News,41.3223218,-122.3201271,https://www.mtshastanews.com
Mt. Shasta Herald,41.32103451,-122.3194469,https://www.mtshastanews.com
Siskiyou Daily News,41.73063541,-122.6370425,https://www.siskiyoudaily.com
Weed Press,41.32100285,-122.3195001,https://www.mtshastanews.com
Benicia Herald,38.05175252,-122.1573152,https://beniciaheraldonline.com
Daily Republic,38.25018272,-122.0496744,http://www.dailyrepublic.com
Dixon Tribune,38.44639222,-121.8217806,https://www.facebook.com/dixontribunesocialmedia/ 
Dixon's Independent Voice,38.45106137,-121.8261732,https://www.independentvoice.com/about/index.php
Reporter,38.44590373,-121.8226314,http://www.thereporter.com
Vallejo Times-Herald,38.10288541,-122.2556755,http://www.timesheraldonline.com
Cloverdale Reveille,38.80701865,-123.0182938,http://www.sonomawest.com/cloverdale_reveille/
Community Voice,38.35427058,-122.7105537,https://www.thecommunityvoice.com/page/about-us
Healdsburg Tribune,38.610519,-122.8687236,http://www.sonomawest.com/the_healdsburg_tribune/
North Bay Bohemian,38.44443961,-122.7099927,https://bohemian.com/
Petaluma Argus-Courier,38.27545818,-122.6659351,https://www.petaluma360.com
Press Democrat,38.44302144,-122.7153333,http://pressdemocrat.com/
Sonoma Index-Tribune,38.2925164,-122.4593558,https://www.sonomanews.com/about-us/?ref=footer
Sonoma West Times & News,38.38982717,-122.8155239,http://www.sonomawest.com
The Windsor Times,38.61056654,-122.8687316,http://www.sonomawest.com/the_windsor_times/
The Ceres Courier,37.49516152,-120.8444033,https://www.cerescourier.com
Hughson Chronicle & Denair Dispatch,37.59772683,-120.8657542,https://www.facebook.com/pg/Hughson-Chronicle-Denair-Dispatch-134265799990519/about/?ref=page_internal 
Modesto Bee,37.66465402,-120.9535192,http://www.modbee.com/
Oakdale Leader,37.76648871,-120.8478875,https://www.oakdaleleader.com
Patterson Irrigator,37.47297583,-121.131048,https://www.ttownmedia.com/patterson_irrigator/site/patterson_irrigator_about_us.html
The Riverbank News,37.76656288,-120.8478701,https://www.theriverbanknews.com
Turlock Journal,37.49507892,-120.8445132,turlockjournal.com
Waterford News,37.6446741,-120.7643938,https://mercedcountytimes.com
West Side Index,37.31770808,-121.0236811,http://www.westsideconnect.com
Corning Observer,39.92556041,-122.1920857,https://www.appeal-democrat.com/corning_observer/
Red Bluff Daily News,40.17886248,-122.235132,https://www.redbluffdailynews.com
Trinity Journal,40.73449816,-122.940992,trinityjournal.com
Dinuba Sentinel,36.54101207,-119.3900519,https://www.facebook.com/pg/Dinuba-Sentinel-172512242771312/posts/?ref=page_internal
Porterville Recorder,36.06810439,-119.0138608,https://www.recorderonline.com
Tulare Advance-Register,36.33317121,-119.2961092,https://www.visaliatimesdelta.com/tulare/
Visalia Times-Delta,36.33303747,-119.2963322,https://www.visaliatimesdelta.com
Union Democrat,37.98505712,-120.3827144,https://www.uniondemocrat.com
Camarillo Acorn,34.229099,-119.0183286,https://www.thecamarilloacorn.com
Moorpark Acorn,34.2884827,-118.8831663,https://www.mpacorn.com
Ojai Valley News,34.44262093,-119.2645313,https://www.ojaivalleynews.com/
Ventura County Reporter,34.28138694,-119.2898048,https://vcreporter.com
Ventura County Star,34.22014744,-119.0567737,vcstar.com
The Daily Democrat,38.67823303,-121.7712242,dailydemocrat.com
Davis Enterprise,38.56386423,-121.7383347,https://www.davisenterprise.com
News-Ledger,38.58253509,-121.5224158,https://www.westsac.com/news-ledger/about-us/
Winters Express,38.5214712,-121.9697048,https://www.wintersexpress.com
Appeal-Democrat,39.152604,-121.5940329,http://www.appeal-democrat.com
