Title,Latitude,Longitude,Description
KAZA-TV,34.17846058,-118.2838415,https://metv.com/kaza
KDOC-TV,33.75592615,-117.8359981,http://www.kdoc.tv/
KJLA,34.03614049,-118.4406345,http://kjla.com/index.html
KLCS,34.08057351,-118.2435463,http://klcs.org/
KRCA,34.21215469,-118.3498479,http://www.estrellatv.com/
KTBN-TV,33.72820134,-117.8029316,https://www.tbn.org/
KMIR-TV,33.86978667,-116.432023,http://www.kmir.com/
KESQ-TV,33.76197315,-116.3506694,http://www.kesq.com/
KCRA-TV,38.33744367,-121.4964481,https://www.kcra.com
KVIE,38.61452241,-121.5085424,https://www.kvie.org/
KXTV,38.56772786,-121.5087274,http://www.abc10.com/
KOVR,38.59407733,-121.5462876,http://sacramento.cbslocal.com/
KUVS-DT,38.6246665,-121.4211273,https://www.univision.com/local/sacramento-kuvs
KBSV,37.58972173,-120.9571518,https://www.betnahrain.org
KSPX-TV,38.73760364,-121.299538,https://iontelevision.com/
KMAX-TV,38.59975961,-121.5464716,http://sacramento.cbslocal.com/
KTXL,38.52649535,-121.4507747,http://www.fox40.com/
KQCA,38.58929366,-121.4911096,https://www.kcra.com/article/meet-the-kqca-my58-team/5791775
KSBW,36.80868971,-121.6975694,http://www.ksbw.com/
KCBA,36.95385567,-121.4541965,http://www.kcba.com
KION-TV,36.66150505,-121.6165378,http://www.kion546.com/
KSMS-TV,36.59029398,-121.8532933,http://www.ksmstv.com/
KVCR-DT,34.08662945,-117.3126923,http://kvcr.org/
KFMB-TV,32.8607642,-117.2405991,https://www.cbs8.com
KGTV,32.72148234,-117.0981216,http://www.10news.com/
XEWT,32.63065251,-117.0748178,http://xewt12.com/
KPBS,32.77316899,-117.0727829,https://www.kpbs.org/
KNSD,32.83266348,-117.1163337,http://www.nbcsandiego.com/
XHDTV,32.88272191,-117.1687545,https://thehdtvoutlet.com/addresses%2Fphone
KUSI-TV,32.82484675,-117.1225204,http://www.kusi.com/
KSWB-TV,32.82774152,-117.1614793,http://fox5sandiego.com/
KTVU,37.7925118,-122.2701801,http://ktvu.com/
KRON-TV,37.80472948,-122.3990552,http://www.kron4.com/
KPIX-TV,37.798794,-122.4015473,http://sanfrancisco.cbslocal.com/
KGO-TV,37.80172446,-122.3996045,http://abc7news.com/
KQED,37.79273957,-122.3967226,http://www.kqed.org/
KNTV,37.69621134,-122.435526,http://nbcbayarea.com/
KDTV-DT,37.46324475,-121.9011842,http://www.univision.com/san-francisco/quienes-somos-989-991-san-francisco-fm
KOFY-TV,37.80414687,-122.400987,http://kofytv.com/
KTSF,37.6881949,-122.401583,http://www.ktsf.com/
KMTP-TV,37.76916428,-122.4108501,http://www.kmtp.tv/
KICU-TV,37.80277497,-122.400349,https://www.ktvu.com
KTNC-TV,37.82946686,-122.4086703,https://en.wikipedia.org/wiki/KTNC-TV
KBCW,37.80024182,-122.4015749,https://cwsanfrancisco.cbslocal.com
KSTS,37.38630449,-121.9199794,https://www.telemundoareadelabahia.com/
KPJK ,37.54066566,-122.3087717,https://norcalpublicmedia.org/
KFSF-DT,37.80631552,-122.3963912,http://www.univision.com/content/channel.jhtml?chid=9598&schid=9599
KTLN-TV,37.95195546,-122.4916156,https://tlnwest.tv/
KEYT-TV,34.43469108,-119.6988736,http://www.keyt.com/
KSBY,34.96859774,-120.4268236,http://www.ksby.com/
KCOY-TV,34.91872604,-120.4541389,http://www.keyt.com
KTAS,34.92603369,-120.4409668,https://www.telemundocostacentral.com/
KPMR,34.99355091,-120.4820445,http://kpmrtv.com/
KRCB,38.35526196,-122.7189263,http://krcb.org/
KVMD,33.55470302,-117.6779088,http://www.kvmdtv.com/
